"","X","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","actor_1_name","movie_title","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","plot_keywords","budget","title_year","actor_2_facebook_likes","imdb_score","Action","Adventure","Fantasy","Sci.Fi","Thriller","Romance","Animation","Comedy","Family","Musical","Mystery","Western","Drama","History","Sport","Crime","Horror","War","Biography","Music","Documentary","Film.Noir","assassin","spy","scientist","vampire","vomiting","king","hospital","writer","student","future","fight","teenager","president","sex","terrorist","train","best.friend","college","serial.killer","hotel","christmas","secret","female.protagonist","battle","box.office.flop","rescue","cia","detective","lawyer","escape","party","wedding","island","marriage","dog","friendship","drugs","money","revenge","prison","school","boy","fbi","alien","high.school","new.york.city","police","death","murder","friend","love","profit"
"1202",1202,"Penny Marshall",12,128,545,353,"Cliff Robertson",783,24332324,"Ed Begley Jr.","Renaissance Man ",3126,"Lillo Brancato",1,"c(""army"", ""basic training"", ""reference to shakespeare's hamlet"", ""teacher"", ""u.s. army"")",4e+07,1994,754,6.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3916919
"1203",1203,"Olivier Megaton",201,112,118,674,"Callum Blue",877,36665854,"Jordi Mollà","Colombiana ",3432,"Jesse Borrego",0,"c(""female in a shower"", ""female nudity"", ""premarital sex"", ""sex scene"", ""woman wearing a miniskirt"")",4e+07,2011,738,6.4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0833536499999999
"1205",1205,"Michael Caton-Jones",104,108,105,616,"James Franco",22000,22433915,"Robert De Niro","City by the Sea ",34377,"John Doman",1,"c(""beach"", ""grandson"", ""murder"", ""new york city"", ""police"")",6e+07,2002,11000,6.2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.626101416666667
"1209",1209,"Paul Verhoeven",181,131,719,683,"Elizabeth Berkley",16000,20302961,"Bobbie Phillips","Showgirls ",18913,"Robert Davi",0,"c(""cult film"", ""lap dance"", ""lap dancing"", ""stripper"", ""striptease"")",4.5e+07,1995,893,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.548823088888889
"1211",1211,"Barbet Schroeder",40,101,58,497,"Michael Rapaport",12000,14942422,"Nicolas Cage","Kiss of Death ",14008,"Philip Baker Hall",3,"c(""beard"", ""female nudity"", ""police brutality"", ""stripper"", ""woman in lingerie"")",4e+07,1995,975,5.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.62643945
"1213",1213,"J.A. Bayona",371,114,171,284,"Geraldine Chaplin",6000,18996755,"Naomi Watts","The Impossible ",7099,"Oaklee Pendergast",0,"c(""christmas"", ""resort"", ""thailand"", ""tourist"", ""tsunami"")",4.5e+07,2012,382,7.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.577849888888889
"1214",1214,"Elaine May",49,107,124,572,"Warren Beatty",636,14375181,"Carol Kane","Ishtar ",3374,"Isabelle Adjani",2,"c(""cia"", ""emir"", ""hotel"", ""map"", ""morocco"")",5.1e+07,1987,631,4.2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.718133705882353
"1216",1216,"Stephen Herek",86,103,65,311,"Stockard Channing",11000,14448589,"Angelina Jolie Pitt","Life or Something Like It ",12566,"James Gammon",2,"c(""football"", ""homeless man"", ""interview"", ""psychic"", ""reporter"")",4e+07,2002,944,5.8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.638785275
"1224",1224,"Paul Weitz",157,109,80,835,"Salma Hayek",14000,13838130,"Josh Hutcherson","Cirque du Freak: The Vampire's Assistant ",20503,"Patrick Fugit",3,"c(""antidote"", ""based on young adult novel"", ""flyer"", ""spider"", ""vampire"")",4e+07,2009,4000,5.9,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.65404675
"1235",1235,"Pierre Morel",224,115,180,87,"Mark Rylance",1000,10640645,"Ray Winstone","The Gunman ",1686,"Jasmine Trinca",0,"c(""assassination"", ""blood vomiting"", ""death"", ""hit squad"", ""mercenary"")",4e+07,2015,535,5.8,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.733983875
"1237",1237,"D.J. Caruso",253,105,154,502,"Aaron Yoo",884,80050171,"Sarah Roemer","Disturbia ",2288,"Jose Pablo Cantillo",0,"c(""binoculars"", ""electronic tag"", ""house arrest"", ""neighbor"", ""watching someone"")",2e+07,2007,617,6.9,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00250855
"1243",1243,"Joon-ho Bong",488,126,584,398,"Ewen Bremner",11000,4563029,"Chris Evans","Snowpiercer ",12286,"Kang-ho Song",5,"c(""closed ecological system"", ""perpetual winter"", ""population control"", ""revolt"", ""train"")",39200000,2013,557,7,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.883596198979592
"1244",1244,"Alex Proyas",118,98,295,380,"Bai Ling",720,50693162,"Michael Wincott","The Crow ",2630,"David Patrick Kelly",0,"c(""back from the dead"", ""crime boss"", ""crow"", ""gothic"", ""vigilante"")",2.3e+07,1994,581,7.6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20405052173913
"1246",1246,"Robert Schwentke",214,107,124,100,"Brooklynn Proulx",152,63411478,"Arliss Howard","The Time Traveler's Wife ",568,"Michelle Nolden",1,"c(""jumping on a bed"", ""kissing while having sex"", ""librarian"", ""male objectification"", ""pregnant woman in bathtub"")",3.9e+07,2009,142,7.1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625935333333333
"1247",1247,"Tim Burton",370,87,13000,787,"Catherine O'Hara",940,35287788,"Martin Landau","Frankenweenie ",4774,"Atticus Shaffer",0,"c(""dog"", ""life"", ""remake by original director"", ""science"", ""stop motion animation"")",3.9e+07,2012,925,7,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0951849230769231
"1249",1249,"Charles S. Dutton",76,110,534,511,"Charles S. Dutton",865,5881504,"Omar Epps","Against the Ropes ",2972,"Tim Daly",2,"c(""boxer"", ""boxing"", ""boxing arena"", ""boxing manager"", ""directed by co star"")",3.9e+07,2004,534,5.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.849192205128205
"1251",1251,"Peter Segal",211,113,88,785,"Sylvester Stallone",22000,29802761,"Robert De Niro","Grudge Match ",36009,"Oscar Gale",1,"c(""broke"", ""promoter"", ""retirement"", ""trainer"", ""training"")",4e+07,2013,13000,6.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.254930975
"1252",1252,"John Woo",160,150,610,478,"Tony Chiu Wai Leung",755,626809,"Takeshi Kaneshiro","Red Cliff ",2172,"Wei Zhao",4,"c(""alliance"", ""battle"", ""china"", ""chinese"", ""strategy"")",553632000,2008,643,7.4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.998867823752962
"1253",1253,"Andy Tennant",97,108,72,559,"Mary Lynn Rajskub",982,127214072,"Ethan Embry","Sweet Home Alabama ",4251,"Courtney Gains",1,"c(""alabama"", ""divorce"", ""divorce papers"", ""husband wife relationship"", ""new york city"")",3.8e+07,2002,935,6.1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.34773873684211
"1254",1254,"Robert Luketic",174,96,126,954,"John Michael Higgins",18000,88915214,"Gerard Butler","The Ugly Truth ",22436,"Eric Winter",2,"c(""call in"", ""chick flick"", ""date"", ""hot air balloon"", ""show producer"")",3.8e+07,2009,957,6.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33987405263158
"1259",1259,"Francis Lawrence",279,120,508,1000,"Christoph Waltz",21000,58700247,"Robert Pattinson","Water for Elephants ",36062,"James Frain",1,"c(""circus"", ""circus vargas"", ""elephant"", ""fear"", ""train"")",3.8e+07,2011,11000,6.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544743342105263
"1260",1260,"Norman Jewison",65,146,278,494,"Vincent Pastore",18000,50668906,"Denzel Washington","The Hurricane ",20516,"Deborah Kara Unger",0,"c(""african american"", ""book"", ""boxer"", ""boxing"", ""murder"")",3.8e+07,1999,584,7.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.333392263157895
"1261",1261,"Michael Apted",98,115,150,789,"Jeff Kober",970,39177215,"Bill Cobbs","Enough ",3770,"Billy Campbell",1,"c(""abusive husband"", ""escape"", ""intimate partner homicide"", ""marriage"", ""woman wearing only a man's shirt"")",3.8e+07,2002,919,5.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309793421052631
"1263",1263,"Andy Fickman",76,94,99,377,"Daniella Alonso",598,71038190,"D.B. Woodside","Paul Blart: Mall Cop 2 ",3552,"Eduardo Verástegui",1,"c(""character name in title"", ""no opening credits"", ""sequel"", ""wilhelm scream"")",3e+07,2015,557,4.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36793966666667
"1266",1266,"Roman Polanski",172,133,2000,541,"Frank Langella",40000,18653746,"Johnny Depp","The Ninth Gate ",42344,"Lena Olin",1,"c(""bare butt"", ""gnosticism"", ""lucifer"", ""rare book"", ""sex"")",3.8e+07,1999,903,6.7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.509111947368421
"1267",1267,"Michael Apted",47,118,150,182,"Paul Guilfoyle",24000,17305211,"J.K. Simmons","Extreme Measures ",24547,"Bill Nunn",0,"c(""cartoon on tv"", ""doctor"", ""emergency room"", ""hospital"", ""nudity"")",3.8e+07,1996,210,6.1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.544599710526316
"1268",1268,"Stephen Herek",107,105,65,108,"Dagmara Dominczyk",628,16991902,"Beth Grant","Rock Star ",1265,"Matthew Glave",0,"c(""cover band"", ""fired from a job"", ""heavy metal"", ""rock star"", ""tribute band"")",5.7e+07,2001,316,6.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.701896456140351
"1269",1269,"Lee Daniels",323,109,304,736,"Gabourey Sidibe",940,47536959,"Mo'Nique","Precious ",3277,"Mariah Carey",0,"c(""abuse"", ""african american lesbian"", ""lesbian"", ""lesbian couple"", ""school"")",1e+07,2009,906,7.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.7536959
"1272",1272,"David Twohy",302,127,123,904,"Nolan Gerard Funk",14000,41997790,"Vin Diesel","Riddick ",17551,"Bokeem Woodbine",0,"c(""alien"", ""left for dead"", ""mercenary"", ""survival"", ""vomiting"")",3.8e+07,2013,924,6.4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.105205
"1282",1282,"Ethan Coen",341,96,1000,681,"Brad Pitt",24000,60338891,"J.K. Simmons","Burn After Reading ",36093,"Kevin Sussman",0,"c(""cia"", ""divorce"", ""embassy"", ""gym"", ""memoir"")",3.7e+07,2008,11000,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630780837837838
"1284",1284,"Ron Howard",393,123,2000,471,"Olivia Wilde",26000,26903709,"Chris Hemsworth","Rush ",37206,"Alexandra Maria Lara",0,"c(""1970s"", ""female rear nudity"", ""formula 1"", ""rivalry"", ""sex with a nurse"")",3.8e+07,2013,10000,8.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.292007657894737
"1288",1288,"Charles Martin Smith",131,113,188,631,"Michael Roark",11000,72279690,"Morgan Freeman","Dolphin Tale ",14209,"Harry Connick Jr.",5,"c(""boy"", ""dolphin"", ""prosthetics"", ""tail"", ""trap"")",3.7e+07,2011,680,6.9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.953505135135135
"1289",1289,"Catherine Hardwicke",350,122,308,10000,"Taylor Lautner",17000,191449475,"Kristen Stewart","Twilight ",44060,"Anna Kendrick",1,"c(""blood"", ""high school"", ""love"", ""school"", ""vampire"")",3.7e+07,2008,12000,5.2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4.17431013513514
"1290",1290,"Nick Cassavetes",129,116,415,644,"Laura Harring",18000,71026631,"Denzel Washington","John Q ",20970,"Anne Heche",1,"c(""health care"", ""heart transplant"", ""hospital"", ""hostage"", ""insurance"")",3.6e+07,2002,669,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972961972222222
"1293",1293,"Jonathan Mostow",72,93,84,263,"M.C. Gainey",551,50129186,"Kathleen Quinlan","Breakdown ",1874,"J.T. Walsh",0,"c(""car breakdown"", ""diner"", ""jeep"", ""paranoia"", ""violence"")",3.6e+07,1997,284,6.9,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392477388888889
"1294",1294,"Irvin Kershner",89,121,883,133,"Klaus Maria Brandauer",180,55500000,"Bernie Casey","Never Say Never Again ",762,"Barbara Carrera",3,"c(""british"", ""character says now that you're on the case i hope we're going to have some gratuitous sex and violence"", ""cruise missile"", ""missile"", ""nuclear warhead"")",3.6e+07,1983,172,6.2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541666666666667
"1296",1296,"Charles Martin Smith",54,107,188,631,"Taylor Blackwell",11000,42019483,"Morgan Freeman","Dolphin Tale 2 ",13904,"Harry Connick Jr.",0,"c(""dolphin"", ""latex gloves"", ""medical scrubs"", ""purple gloves"", ""turtle"")",3.6e+07,2014,641,6.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167207861111111
"1297",1297,"John Frankenheimer",126,124,287,475,"James Frain",9000,23360779,"Charlize Theron","Reindeer Games ",10838,"Clarence Williams III",0,"c(""casino"", ""christmas"", ""christmas season"", ""girlfriend"", ""release from prison"")",3.4e+07,2000,1000,5.7,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.312918264705882
"1298",1298,"F. Gary Gray",110,109,473,582,"Jeff Kober",14000,26183197,"Vin Diesel","A Man Apart ",16611,"Larenz Tate",0,"c(""bust"", ""dea"", ""drug cartel"", ""justice"", ""tragic hero"")",3.6e+07,2003,919,6.1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.272688972222222
"1299",1299,"Cameron Crowe",138,105,488,13000,"Bradley Cooper",15000,20991497,"Emma Stone","Aloha ",44037,"Bill Murray",1,"c(""box office flop"", ""critically bashed"", ""hawaii"", ""one word title"", ""written by director"")",3.7e+07,2015,14000,5.4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.432662243243243
"1301",1301,"Scott Hicks",95,127,96,577,"Reeve Carney",746,14378353,"Rick Yune","Snow Falling on Cedars ",2393,"Daniel von Bargen",1,"c(""fisherman"", ""japanese"", ""love"", ""trial"", ""washington state"")",3.6e+07,1999,602,6.8,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.600601305555556
"1302",1302,"Mikael Håfström",267,114,101,2000,"Colin O'Donoghue",12000,33037754,"Anthony Hopkins","The Rite ",19904,"Toby Jones",1,"c(""demon"", ""exorcism"", ""exorcist"", ""faith"", ""seminary"")",3.7e+07,2011,3000,6,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10708772972973
"1303",1303,"Andrew Niccol",175,106,487,263,"Xander Berkeley",685,12339633,"Blair Underwood","Gattaca ",1942,"Mason Gamble",2,"c(""accident"", ""future"", ""genetics"", ""mission"", ""police"")",3.6e+07,1997,485,7.8,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.657232416666667
"1307",1307,"Todd Phillips",334,108,480,706,"Rob Riggle",14000,277313371,"Bradley Cooper","The Hangover ",17623,"Mike Epps",3,"c(""drunkenness"", ""female nudity"", ""hangover"", ""hedonism"", ""morning after"")",3.5e+07,2009,839,7.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.92323917142857
"1309",1309,"Jay Roach",199,95,116,481,"Verne Troyer",45000,205399422,"Muse Watson","Austin Powers: The Spy Who Shagged Me ",47203,"Robert Wagner",1,"c(""penis joke"", ""phallic image"", ""sexy agent"", ""spy"", ""volcano hideout"")",3.3e+07,1999,645,6.6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22422490909091
"1310",1310,"Tim Burton",186,126,13000,488,"Jack Palance",920,251188924,"Michael Gough","Batman ",2725,"William Hootkins",0,"c(""city"", ""dc comics"", ""gotham"", ""pantyhose"", ""police"")",3.5e+07,1989,549,7.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.1768264
"1311",1311,"Roland Joffé",77,102,596,785,"Dougray Scott",877,1068392,"Jordi Mollà","There Be Dragons ",3497,"Lily Cole",0,"c(""dying"", ""forgiveness"", ""saint"", ""spanish civil war"", ""starts with narration"")",3.6e+07,2011,794,5.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.970322444444444
