,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1,tweet_2,tweet_1,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,budget,title_year,actor_2_facebook_likes,Action,Adventure,Fantasy,Sci.Fi,Thriller,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Documentary,Film.Noir,assassin,spy,scientist,vampire,vomiting,king,hospital,writer,student,future,fight,teenager,president,sex,terrorist,train,best.friend,college,serial.killer,hotel,christmas,secret,female.protagonist,battle,box.office.flop,rescue,cia,detective,lawyer,escape,party,wedding,island,marriage,dog,friendship,drugs,money,revenge,prison,school,boy,fbi,alien,high.school,new.york.city,police,death,murder,friend,love,profit,gross1,pc,actor1_age,actor1_awards,director_awards,director_name,actor2_awards,actor1_publicity,actor2_publicity,director_publicity
993,993,993,993,1.1025,0.8600354309999999,373,146,150,2000,Bryce Dallas Howard,15000,169705587,Emma Stone,The Helpí??æ,23227,Mike Vogel,2,"c(""black servant"", ""chocolate pie"", ""jackson mississippi"", ""maid"", ""writing a novel"")",25000000,2011,3000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78822348,13027.1097,1,29,25.0,23.0,Tate Taylor,76.3,119,91,0
994,994,994,994,24.15871442,1.056505602,224,128,386,203,Peter Capaldi,19000,3254172,Benedict Cumberbatch,The Fifth Estateí??æ,36337,Jamie Blackley,1,"c(""computer hacker"", ""internet"", ""news leak"", ""whistleblowing"", ""wikileaks"")",28000000,2013,17000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8837795709999999,1803.9324,0,41,62.0,181.1,Bill Condon,103.12,121,9,16
995,995,995,995,4.671492768999999,0.218976003,94,93,67,596,Linda Cardellini,4000,84185387,Sarah Michelle Gellar,Scooby-Doo 2: Monsters Unleashedí??æ,7800,Tim Blake Nelson,0,"c(""ghost"", ""masked villain"", ""monster"", ""museum"", ""tv"")",80000000,2004,2000,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052317337,9175.2595,0,40,138.7,0.0,Raja Gosnell,1.0,751,15,0
996,996,996,996,0.019290123,35.46140469,459,85,198,387,Ben Feldman,2000,80034302,Mike Vogel,Cloverfieldí??æ,3958,Liza Lapira,0,"c(""brooklyn new york city"", ""found footage"", ""night vision"", ""statue of liberty new york city"", ""subway tunnel"")",25000000,2008,1000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20137208,8946.1892,1,38,36.0,13.0,Matt Reeves,3.0,6,2,0
997,997,997,997,4.670401235,8.331095041000001,488,122,1000,883,Stephen Root,2000,74273505,Kelly Macdonald,No Country for Old Mení??æ,4738,Barry Corbin,0,"c(""coin toss"", ""desert"", ""sheriff"", ""texas"", ""tracking device"")",25000000,2007,939,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9709401999999998,8618.2078,1,41,56.975,113.333333333,Ethan Coen,2.0,19,2,45
998,998,998,998,1.604444444,1.4186511480000001,146,99,167,460,Tika Sumpter,655,134141530,Bruce McGill,Ride Alongí??æ,2394,Bryan Callen,1,"c(""gunfight"", ""outrunning explosion"", ""police"", ""security guard"", ""street shootout"")",25000000,2014,521,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.3656612,11581.9485,1,67,1.0,6.0,Tim Story,1.0,0,0,1
999,999,999,999,9.224105257,0.455625,152,121,529,163,Leslie Caron,541,71309760,Lena Olin,Chocolatí??æ,1323,Hugh O'Conor,1,"c(""chocolate"", ""chocolate shop"", ""food"", ""france"", ""village"")",25000000,2000,399,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8523903999999998,8444.5106,1,62,23.2,0.0,Lasse HallstrÃ¶m,41.1,18,74,0
1000,1000,1000,1000,4.36345679,3.962587891,139,105,99,433,Gedde Watanabe,3000,77264926,Bailee Madison,Parental Guidanceí??æ,5740,Tom Everett Scott,5,"c(""chores"", ""father figure"", ""helicopter parents"", ""in laws"", ""punishment"")",25000000,2012,448,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09059704,8790.046999999999,1,18,16.0,5.0,Andy Fickman,0.0,0,0,0
1001,1001,1001,1001,0.075625,2.4025,245,108,425,766,Greta Gerwig,20000,70625986,Natalie Portman,No Strings Attachedí??æ,22739,Mindy Kaling,1,"c(""ex girlfriend"", ""funeral"", ""hospital"", ""male objectification"", ""summer camp"")",25000000,2011,962,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82503944,8403.9268,1,36,259.7590909,62.0,Ivan Reitman,21.0,615,23,7
1002,1002,1002,1002,0.49638429799999995,12.0740806,84,134,170,472,Dana Delany,2000,56505065,Michael Biehn,Tombstoneí??æ,4453,Powers Boothe,0,"c(""cigar smoking"", ""cowboy"", ""duel"", ""outlaw"", ""tombstone arizona"")",25000000,1993,722,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2602026000000002,7516.9851,0,61,5.0,6.0,George P. Cosmatos,48.6,20,71,0
1003,1003,1003,1003,0.36,1.5625,216,86,70,318,Gina Holden,440,54098051,Chelan Simmons,Final Destination 3í??æ,2420,Crystal Lowe,0,"c(""amusement park"", ""death"", ""fate"", ""premonition"", ""roller coaster"")",25000000,2006,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.16392204,7355.1377,0,35,0.0,10.0,James Wong,4.0,1,7,5
1004,1004,1004,1004,0.0,13.140625,170,101,96,204,Riley Thomas Stewart,713,60443237,Blythe Danner,The Lucky Oneí??æ,1852,Jay R. Ferguson,0,"c(""arrogance"", ""child in peril"", ""disarming someone"", ""kennel"", ""post traumatic stress disorder"")",25000000,2012,220,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41772948,7774.5249,0,74,61.3,76.2,Scott Hicks,2.0,11,1,0
1005,1005,1005,1005,2.7225,1.884900174,226,101,395,2000,Kate Winslet,40000,51676606,Johnny Depp,Finding Neverlandí??æ,58823,Kelly Macdonald,1,"c(""boy"", ""inspiration"", ""reference to peter pan"", ""stage play"", ""widow"")",25000000,2004,14000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.06706424,7188.6442,0,54,105.35882350000001,11.0,Marc Forster,151.644444444,743,2065,12
1006,1006,1006,1006,0.0,0.020069444,408,117,248,726,Frank Grillo,14000,51533608,Liam Neeson,The Greyí??æ,16606,James Badge Dale,1,"c(""alaska"", ""leadership"", ""snow"", ""survival"", ""wilderness"")",25000000,2011,798,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06134432,7178.6912,0,65,140.9,14.0,Joe Carnahan,1.0,153,2,0
1007,1007,1007,1007,0.111111111,0.1764,181,98,285,7000,Will Ferrell,640000,84136909,Darcy Donavan,Anchorman: The Legend of Ron Burgundyí??æ,656730,Steve Carell,5,"c(""1970s"", ""anchorman"", ""news anchor"", ""newsroom"", ""tv station"")",26000000,2004,8000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2360349619999997,9172.6173,1,32,0.0,7.0,Adam McKay,21.0,21,110,1
1008,1008,1008,1008,0.564585262,2.4025,192,146,17000,635,Mike Starr,22000,46836394,Robert De Niro,Goodfellasí??æ,24783,Paul Sorvino,3,"c(""betrayal"", ""gangster"", ""mafia"", ""organized crime"", ""robbery"")",25000000,1990,854,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87345576,6843.7119999999995,0,74,226.8766667,166.895348837,Martin Scorsese,5.0,724,1,135
1009,1009,1009,1009,0.001736111,0.01,79,102,91,434,Frankie Muniz,1000,47285499,Daniel Roebuck,Agent Cody Banksí??æ,3037,Chris Gauthier,3,"c(""cia"", ""nanobot"", ""prep school"", ""scientist"", ""teenager"")",26000000,2003,934,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818673038,6876.4452,0,54,0.0,4.0,Harald Zwart,70.1,2,19,0
1010,1010,1010,1010,8.331095041000001,2.040816327,128,97,52,579,Kelly Macdonald,14000,47124400,Colin Firth,Nanny McPheeí??æ,17278,Imelda Staunton,0,"c(""father"", ""governess"", ""magic"", ""nanny"", ""widower"")",25000000,2005,2000,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884976,6864.7214,0,57,45.01578947,26.0,Kirk Jones,30.0,137,19,0
1011,1011,1011,1011,0.45485827700000003,1.146684028,49,98,176,468,Michael McKean,742,44455658,Kelly Preston,Nothing to Loseí??æ,2457,Rebecca Gayheart,2,"c(""boss"", ""ghetto"", ""money"", ""robber"", ""robbery"")",25000000,1997,658,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77822632,6667.5076,0,55,6.0,10.9,Steve Oedekerk,8.0,83,4,0
1012,1012,1012,1012,0.754726563,1.3225,75,219,973,400,Joan Chen,1000,43984230,Cary-Hiroyuki Tagawa,The Last Emperorí??æ,2451,Victor Wong,0,"c(""abdication"", ""china"", ""emperor"", ""forbidden city"", ""republic"")",23000000,1987,643,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9123578259999999,6632.0608,0,67,0.0,54.2782608696,Bernardo Bertolucci,4.0,5,60,34
1013,1013,1013,1013,8.350473672,3.61,270,109,175,733,David O'Hara,24000,66489425,J.K. Simmons,Contrabandí??æ,26625,Lukas Haas,3,"c(""cocaine"", ""contraband"", ""drug lord"", ""prison"", ""smuggling"")",25000000,2012,736,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.659577,8154.1048,0,62,47.0,0.0,Baltasar KormÃ¡kur,1.0,7,0,0
1014,1014,1014,1014,0.63818311,1.253155864,29,97,420,585,Paul Sorvino,695,41067398,Heather Locklear,Money Talksí??æ,2530,Faizon Love,2,"c(""blood splatter"", ""fistfight"", ""murder"", ""police"", ""prison bus"")",25000000,1997,635,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.64269592,6408.385,0,56,22.35,17.0,Brett Ratner,2.0,252,3,7
1015,1015,1015,1015,0.381836611,8.850625,81,86,92,466,Eddie Griffin,744,38230435,Dave Chappelle,Undercover Brotherí??æ,3001,Chi McBride,3,"c(""african american"", ""cadillac"", ""disguise"", ""secret agent"", ""undercover"")",25000000,2002,489,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5292174,6183.0765,0,44,19.0,8.0,Malcolm D. Lee,2.0,12,1,0
1016,1016,1016,1016,1.755625,25.0,198,97,176,10000,Meryl Streep,12000,45089048,Jeff Bridges,The Giverí??æ,36064,Alexander Skarsgí??«rd,3,"c(""black and white segues into color"", ""color"", ""community"", ""dystopia"", ""infanticide"")",25000000,2014,11000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80356192,6714.8379,0,68,293.0,77.0,Phillip Noyce,1230.74851485,85,257,18
1017,1017,1017,1017,0.330625,1.0850694440000002,167,104,108,177,Jonathan Breck,296,35143332,Nicki Aycox,Jeepers Creepers IIí??æ,1340,Billy Aaron Brown,0,"c(""cheerleader"", ""farmer"", ""fear"", ""high school basketball"", ""nightmare"")",17000000,2003,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0672548240000002,5928.1812,0,42,0.0,12.0,Victor Salva,0.0,1,1,4
1018,1018,1018,1018,7.29,8.027777777999999,174,114,335,530,Stephen Dillane,11000,41597830,Meryl Streep,The Hoursí??æ,12624,Miranda Richardson,3,"c(""housewife"", ""lesbian"", ""novel"", ""party"", ""reading"")",25000000,2002,577,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6639132,6449.638000000001,0,68,540.5980198,86.0,Stephen Daldry,5.0,257,2,5
1019,1019,1019,1019,8.322350781,8.418790174,91,105,99,960,Alexandra Breckenridge,17000,33687630,Channing Tatum,She's the Maní??æ,20109,Laura Ramsey,0,"c(""disguise"", ""roommate"", ""school"", ""soccer"", ""twin"")",20000000,2006,1000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6843815,5804.1046,0,37,33.0,5.0,Andy Fickman,4.0,70,2,0
1020,1020,1020,1020,0.180625,0.221327479,151,90,68,100,Emma de Caunes,328,32553210,Lily Atkinson,Mr. Bean's Holidayí??æ,794,Steve Pemberton,0,"c(""camcorder"", ""cannes"", ""director"", ""lost passport"", ""train"")",25000000,2007,132,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3021284,5705.5419999999995,0,0,0.0,2.0,Steve Bendelack,13.0,0,12,0
1021,1021,1021,1021,1.641601563,1.903377915,148,114,59,403,Aaron Staton,49000,31655091,Robin Williams,August Rushí??æ,50927,Marian Seldes,0,"c(""baby"", ""cellist"", ""genius"", ""prodigy"", ""rhapsody"")",30000000,2007,702,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551697,5626.2857,0,66,425.6,232.7,Kirsten Sheridan,19.0,261,1,2
1022,1022,1022,1022,11.57417101,0.64,141,124,159,240,John Gielgud,288,30012990,Fanny Ardant,Elizabethí??æ,1006,Eric Cantona,1,"c(""16th century"", ""british royal family"", ""catholic"", ""queen"", ""queen elizabeth i"")",25000000,1998,249,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20051960000000002,5478.4113,0,68,24.0,12.0,Shekhar Kapur,121.2,474,33,3
1023,1023,1023,1023,6.94e-05,4.867539063,79,160,130,288,Richard Anderson,469,14500000,Joseph Cotten,Tora! Tora! Tora!í??æ,1548,James Whitmore,0,"c(""attack"", ""hawaii"", ""navy"", ""pearl harbor"", ""u.s. navy"")",25000000,1970,377,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.42,3807.8866,0,112,8.0,19.7,Richard Fleischer,32.0,14,0,21
1024,1024,1024,1024,4.352913223,5.420858932000001,83,88,82,571,Essence Atkins,756,25615792,Damon Wayans Jr.,Dance Flickí??æ,4378,Chris Elliott,0,"c(""african american"", ""dance"", ""overalls"", ""parody"", ""rap"")",25000000,2009,713,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02463168,5061.2046,0,35,2.0,1.0,Damien Dante Wayans,1.0,2,0,0
1025,1025,1025,1025,0.64,0.395136055,62,117,101,743,Lin Shaye,13000,24944213,Bill Murray,Kingpiní??æ,16937,Richard Tyson,2,"c(""amish"", ""bowling"", ""on the road"", ""rubber hand"", ""tournament"")",27000000,1996,852,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.076140259,4994.4182,0,67,46.55,15.0,Bobby Farrelly,4.0,107,1,9
1026,1026,1026,1026,0.0,4.84889297,175,111,81,81,Cjon Saulsberry,3000,33631221,George Kennedy,The Gamblerí??æ,3784,Griffin Cleveland,1,"c(""dog"", ""gambler"", ""gambling"", ""gangster"", ""professor"")",25000000,2014,571,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34524884,5799.2431,0,92,34.8,15.0,Rupert Wyatt,0.0,18,0,1
1027,1027,1027,1027,1.755625,1.056505602,322,121,53,8000,Meryl Streep,19000,37738400,Benedict Cumberbatch,August: Osage Countyí??æ,39690,Julia Roberts,3,"c(""based on play"", ""incestuous relationship"", ""pedophilia"", ""secret"", ""teenage daughter"")",25000000,2013,11000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509536,6143.1588,0,41,62.0,132.0,John Wells,1178.66336634,121,257,1
1028,1028,1028,1028,10.24,6.375625,216,106,452,141,Taron Egerton,20000,15785632,Hugh Jackman,Eddie the Eagleí??æ,21195,Tim McInnerny,3,"c(""1988 winter olympics"", ""coach"", ""ski jumper"", ""winter"", ""winter olympics"")",23000000,2016,732,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.31366817399999997,3973.1136,0,49,229.3,16.0,Dexter Fletcher,7.0,204,2,1
1029,1029,1029,1029,6.734025,2.1025,58,98,70,223,Nia Peeples,462,15361537,Claudia Christian,Half Past Deadí??æ,1855,Tony Plana,0,"c(""alcatraz"", ""fbi"", ""gold"", ""prison"", ""undercover"")",13000000,2002,444,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.18165669199999998,3919.3797,0,52,4.0,0.0,Don Michael Paul,1.0,50,11,0
1030,1030,1030,1030,1.843011938,4.6225,73,90,176,825,Rob Riggle,931,16647384,Tyler James Williams,Unaccompanied Minorsí??æ,4431,B.J. Novak,1,"c(""airport"", ""black comedy"", ""blizzard"", ""christmas"", ""pennsylvania"")",26000000,2006,839,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.359716,4080.1206,0,25,22.0,18.0,Paul Feig,4.0,7,0,3
1031,1031,1031,1031,3.4225,12.72111111,287,115,219,258,Gillian Jacobs,902,15045676,Frank Langella,The Boxí??æ,2466,Celia Weston,1,"c(""alien"", ""library"", ""moral dilemma"", ""nosebleed"", ""supernatural power"")",16000000,2009,837,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.05964525,3878.8756,0,79,63.95,35.0,Richard Kelly,12.0,17,3,1
1032,1032,1032,1032,8.075069444,1.260629938,86,99,154,347,Rupert Everett,774,14983572,Mark Valley,The Next Best Thingí??æ,2498,Illeana Douglas,1,"c(""best friend"", ""cartoon on tv"", ""custody battle"", ""gay"", ""gay friend"")",25000000,2000,692,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.40065712,3870.8619,0,53,1.0,185.6,John Schlesinger,77.5,8,114,19
1033,1033,1033,1033,0.184184028,3.867777778,52,85,54,455,Megan Mullally,985,13973532,Martin Starr,Stealing Harvardí??æ,3065,Chris Penn,1,"c(""black humor"", ""crying during sex"", ""harvard"", ""humor"", ""man with glasses"")",25000000,2002,637,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.44105872,3738.1188,0,35,2.0,23.0,Bruce McCulloch,52.65,0,36,1
